Unnamed: 0,Emotion,Text,Clean_Text,
20656,anger, You always have a chip on your shoulder . ,chip shoulder ,
33091,anger,Anger is what makes a clear mind seem clouded. ,Anger makes clear mind clouded,
29575,anger, Don't you dare tell me that ... ,dare tell ,
18084,anger,"Following an argument with my brother, he broke my golf clubs.",Following argument brother broke golf clubs,
8773,anger,Joan is a thorough drag ! ,Joan thorough drag ,
5008,anger,&quot;We are shopping at five.&quot; ..... time goes by 6:15 &quot;Are we still going shopping...&quot; ,quotWe shopping fivequot  time goes 6:15 quotAre going shoppingquot,
2691,anger,Tanning makes me despise the press because now ashley is not in the air with some project ,Tanning makes despise press ashley air project,
10304,anger, I really hope that you didn't expect me to pay you for this . ,hope expect pay ,
28373,anger,"'i love michael buble, shame bout him putting on a bit of weight' well you dont love him then do you, fake vain fans. ",i love michael buble shame bout putting bit weight dont love you fake vain fans,
12570,anger,Overhear people talking about me and saying that I am stupid.,Overhear people talking saying stupid,
31425,anger,"Robyn leant against the door to the office and found herself experiencing the old , familiar surge of deep annoyance . ",Robyn leant door office found experiencing old  familiar surge deep annoyance ,
18800,anger,"Late, late,late, late! #rage",Late latelate late #rage,
7758,anger,"Anger is something that we all experience, but can cause problems in relationships &amp; quality of life if it gets out of control ",Anger experience cause problems relationships amp quality life gets control,
31332,anger,@JAYELEIGHB @Summer_kanee its because our social lives are decreasing ... TOO MUCH BLOODY WORK !! ,    social lives decreasing  BLOODY WORK ,
34320,anger,Somebody took my wristwatch and promised to have it mended and later was telling me that he couldn't give it back to me because I was rude at a certain time.,Somebody took wristwatch promised mended later telling rude certain time,
11358,anger,"One day my elder brother badly scolded my father.  This was the first time that I heard such abusive language from my brother.  I requested him humbly not to use this kind of language but he did not care for what I was saying.  Finally I picked up an axe to use against him, in the meanwhile people intervened.",day elder brother badly scolded father time heard abusive language brother requested humbly use kind language care saying Finally picked axe use him people intervened,
31757,anger,"He refused to be roused by her anger , suspecting she was furious he 'd turned down her invitation to stay . ",refused roused anger  suspecting furious d turned invitation stay ,
17802,anger,"The waitress returns , now indignant with her boss for his bought-and-paid-for apathy . ",waitress returns  indignant boss boughtandpaidfor apathy ,
7179,anger,Yesterday I read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death.  I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin.,Yesterday read newspaper 30 year old woman abused 2 month old son caused death angry reading human act abuse fragile life forgivable sin,
22640,anger,Lucy sent him a resentful glance while adding an explanation for her presence . ,Lucy sent resentful glance adding explanation presence ,
5078,anger,"Finally Finished studying , that was exhausted BTW I h8 my teachers &lt;\3 they gave me so much 2 do !!!!!",Finally Finished studying  exhausted BTW h8 teachers lt\3 gave 2 ,
18855,anger,"This also happened when I was very small.  I was beaten up by my  mother for no fault of mine, I had just beaten up my younger brother for what I thought was his fault.  I was very angry with my mother.",happened small beaten mother fault mine beaten younger brother thought fault angry mother,
24522,anger,"I always get angry when somebody deceives me, or tries to conceal his lie skilfully and this offends me even more.",angry somebody deceives me tries conceal lie skilfully offends more,
19439,anger,"Why ever did he bother to write them out ? the landlady asked , gravely vexed and insulted . ",bother write  landlady asked  gravely vexed insulted ,
28076,anger,"Lucy knew she had to tell him something , so she said , ` She got mad with me when I admitted you 'd taken me for two bush walks . ",Lucy knew tell  said   got mad admitted d taken bush walks ,
11766,anger,You won ??t believe who ??s been elected to do overtime on the Baker account ! Me ! I ??Ve already logged in 20 hours of overtime ! ,??believe ??elected overtime Baker account   ??logged 20 hours overtime ,
16734,anger,I'm raging! so they expected me to actually STARVE all weekend?!?!?!? Ok kooooooool words will be had.... ,Im raging expected actually STARVE weekend Ok kooooooool words had,
809,anger,The time when someone let the air out of the tyres of my cycle.,time let air tyres cycle,
30211,anger,Omg secretary Jun's jealous! He slammed the table! ,Omg secretary Juns jealous slammed table,
11974,anger,"I was mad about her being killed , mad at whoever killed her . ",mad killed  mad killed ,
9628,anger,"Lineker became incensed when Taylor went public , not only questioning whether Lineker should remain as captain , but whether his form justified a place in the side -- even though he was maintaining his phenomenal strike rate . ",Lineker incensed Taylor went public  questioning Lineker remain captain  form justified place  maintaining phenomenal strike rate ,
28428,anger,I hate weather days because I can't ever leave the house cause it's raining outside ,hate weather days cant leave house cause raining outside,
9003,anger,Lady followed her example rather than suffer at the hands of her infuriated master . ,Lady followed example suffer hands infuriated master ,
22902,anger,Her mother would be cross and he would feel stupid . ,mother cross feel stupid ,
388,anger," No , don't , I don't want to see you anymore . Don't ever call me again . ",  want anymore  ,
29422,anger,My NYX supposed matte nail polish is omitting a slight shine. #murder #death,NYX supposed matte nail polish omitting slight shine #murder #death,
34389,anger,"My girlfriend one day went out and promised to be back at 6.00 pm however she first arrived at 10.00 pm, without a message (we had to go out that evening).",girlfriend day went promised 600 pm arrived 1000 pm message (we evening),
13922,anger,"HOW THE FUCK DID MOVES LIKE JAGGER FIND ITS WAY ON MY IPOD??? ANSWER ME ITUNES, DAMMIT!!! ",FUCK MOVES LIKE JAGGER FIND WAY IPOD ANSWER ITUNES DAMMIT,
21147,anger," This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it . ",ridiculous  Taiwan  easier medicine need ,
18390,anger,"Out of breath , and furious to note that he wasn't even panting , she struggled to free herself , then glared at him . ",breath  furious note panting  struggled free  glared ,
23959,anger,I can recall knowing of one person named Rex. He killed himself. I'd like to bring this number up to at least three. #focus #strength,recall knowing person named Rex killed himself Id like bring number three #focus #strength,
5563,anger,"Just bought dinner for a homeless lady, &amp; gave her money to feed her cat. How the fuck is this situation possible in western Europe? ",bought dinner homeless lady amp gave money feed cat fuck situation possible western Europe,
8485,anger,You know what? I DON'T trust @shondarhimes anymore. SAID IT! C'mon... that right there was her chance to redeem herself for Denny. ,know what trust   anymore SAID IT Cmon right chance redeem Denny,
21180,anger,Why is my  black shatter SO thick I can't even use it properly? ,black shatter thick cant use properly,
10906,anger,"Having already paid for my return ticket I was cross at having to buy another one , and even more upset at having to pay extra for the one-way ticket and convert sterling at an unfavourable rate . ",paid return ticket cross buy  upset pay extra oneway ticket convert sterling unfavourable rate ,
518,anger,teachers love to pile on the homework right before Christmas break dont they ,teachers love pile homework right Christmas break dont,
15416,anger,"One of my friends kept criticizing me about everything I did. I thought she was kidding, but later I found out that she was serious.",friends kept criticizing did thought kidding later found serious,
18464,anger,Quarrel in the family.,Quarrel family,
14157,anger,"And then , unable to be cross with him for long , you shift your feelings over to the critic . ", unable cross long  shift feelings critic ,
5896,anger,"#ruscrooged truth: hubby and I lost it after message 2day. Hubby bcuz he knows that spoke 2 him, me bcuz I can't 4give his rage",#ruscrooged truth: hubby lost message 2day Hubby bcuz knows spoke 2 him bcuz cant 4give rage,
16980,anger,Shutting  is  Shut down to the people who don't  you.. Stay  to the new  They don't deserve the ,Shutting Shut people you Stay new deserve,
7914,anger,&lt;~~~~ If she worth some den she definitely worth some #effort,lt~~~~ worth den definitely worth #effort,
9332,anger,@wrr71 I was offered tickets to that game for free and turned them down because I didn't wanna freeze. I'm glad I did... ,  offered tickets game free turned wanna freeze Im glad did,
8764,anger," Go on your vacation with Mark and when you come back , why don't you just move in with him as well ! ",vacation Mark come  ,
9777,anger,"@LordJerith Getting close to finals time, I've got a pretty big  qualifier today, Record a rant for me this weekend haha ",  Getting close finals time Ive got pretty big qualifier today Record rant weekend haha,
21157,anger,"Hate it when the bathroom window is left open when it gets cold, freezes the bathroom  ",Hate bathroom window left open gets cold freezes bathroom,
34432,anger,#quote A man is about as big as the things that make him angry.,#quote man big things angry,
7867,anger,"My classmate used her personal relations to get a seat for a subject that I wanted also.  I had taken the pains to help him apply and I did not get selected.  I did not like this as he had not told me the facts earlier, he need not have lied to me.",classmate personal relations seat subject wanted also taken pains help apply selected like told facts earlier need lied me,
12639,anger,@michaelhortin it beggars belief that he couldn't grind out 2 draws. When you think we we're ahead in the Oxford game ,  beggars belief grind 2 draws think were ahead Oxford game,
33487,anger,"He ignored the affronted expression that crossed Isabel 's face at this sardonic rejoinder , and continued . ",ignored affronted expression crossed Isabel s face sardonic rejoinder  continued ,
14654,anger,Court sounded almost indignant . ,Court sounded indignant ,
19362,anger,"Rock became aware that the thrilling , magical father , who had taken his young son backstage , on the road , drinking , water-skiiing , was gradually becoming a resentful tyrant . ",Rock aware thrilling  magical father  taken young son backstage  road  drinking  waterskiiing  gradually resentful tyrant ,
34721,anger,@HealthJoinIn Why is it SO HARD to get this company to process claims? Utter &amp; complete FAIL.   ,  HARD company process claims Utter amp complete FAIL,
21011,anger,Quarreling with classmates.,Quarreling classmates,
3450,anger,"Sometimes I wanna take your head and ram it into mirrors. Because in the shattered reflective pieces of glass, I can see your pain. ",wanna head ram mirrors shattered reflective pieces glass pain,
8610,anger,I want to rip his balls of and shove them down his pathetic throat! ,want rip balls shove pathetic throat,
30461,anger, Fine ! I want a divorce ! ,Fine  want divorce ,
5207,anger,is momentary madness. -Horace,momentary madness Horace,
12404,anger,Holding my fucking tongue ,Holding fucking tongue,
21041,anger,"With a grunt of exasperation , Henry leapt across the room and into the yard , crossing the space between kitchen and dining room until he reached the stables . ",grunt exasperation  Henry leapt room yard  crossing space kitchen dining room reached stables ,
32028,anger,My best friend at school told lies about me to a boy I was seeing and went out with him herself.,best friend school told lies boy seeing went herself,
5057,anger,` He was livid . , livid ,
5321,anger, Leave me alone ! ,Leave ,
9837,anger,is my long lost twin brother,long lost twin brother,
3752,anger,What are you sowing today? #happiness #depression or #love ? You reap what you sow. What does your harvest look like today? #Bible :),sowing today #happiness #depression #love  reap sow harvest look like today #Bible :),
12711,anger, I really have no idea . All I know is that the thought of him really curls my hair ! ,idea  know thought curls hair ,
31466,anger,"And the and the #Sorrow mixed up, leads #Mistrust now it gets tough to ever #Love again...",#Sorrow mixed up leads #Mistrust gets tough #Love again,
11738,anger,"Hamnett became irate and , alleging breach of contract and damage to her image , threatened to sue him for a 500,000 . ",Hamnett irate  alleging breach contract damage image  threatened sue 500000 ,
31453,anger,"I was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile, non co-operative guests.  I felt frustation - bordering on anger.",compere party efforts rolling thwarted immobile non cooperative guests felt frustation  bordering anger,
34135,anger,When the person I'm having the affair with won't talk to me in public.,person Im affair talk public,
357,anger,ooh look at me i keep copy and pasting jokes off websites because i'm a dick. ,ooh look copy pasting jokes websites im dick,
26585,anger,"He shook his head , exasperated and cynical . ",shook head  exasperated cynical ,
17874,anger,When Harris teeter doesn't have triple stack Oreos. ,Harris teeter triple stack Oreos,
6789,anger," I have a headache . These past few days I've been living off painkillers . Man , I feel like my head is going to explode . ",headache  past days Ive living painkillers  Man  feel like head going explode ,
8384,anger,Mansell was livid and admitted he ran away from the scene of the accident to avoid being tempted into big trouble . ,Mansell livid admitted ran away scene accident avoid tempted big trouble ,
5684,anger,"After the verdict on Monday , an indignant Cannes president Alain Pedretti described it as ` scandalous "" . ",verdict Monday  indignant Cannes president Alain Pedretti described  scandalous  ,
13326,anger,we're so fucked off. what to do with mary and beth at stupid o'clock? ,were fucked off mary beth stupid oclock,
13262,anger,An argument among several friends because of the irrational behavior of one of them who fell out with us for no reason and said that we were to blame.,argument friends irrational behavior fell reason said blame,
20890,anger," Yes , and please be more careful in the future ! ",Yes  careful future ,
25812,anger,@morganyep Just read the article. Makes me so angry. I had to tweet you about it again. ,  read article Makes angry tweet again,
34595,anger, Wow ! Why so much ? I thought they were getting you an assistant . ,Wow   thought getting assistant ,
34166,anger," Which leg do you want to have , right leg or left one ? ",leg want  right leg left ,
29296,anger,Bernice was so angry she could hardly speak . ,Bernice angry hardly speak ,
33239,anger,"He shows his annoyance with some intimidating facial expression , backed up by a sparse selection of adjectival punctuation invariably using the ` f "" word , which he uses with considerable effect . ",shows annoyance intimidating facial expression  backed sparse selection adjectival punctuation invariably  f  word  uses considerable effect ,
11002,anger,When our religion teacher presented shocking sectarian thoughts and doom's day as official teaching.,religion teacher presented shocking sectarian thoughts dooms day official teaching,
22813,anger,If my Mam got mad with me for something I 'd done -- or more often something I had n't done -- she used to make moaning noises and stagger about the house as if she was dying . ,Mam got mad d  nt  moaning noises stagger house dying ,
11127,anger,People don't even know how blessed u can be when you'ra a medical student -.- .. Nothing EVER goes smoothly  ,People know blessed u youra medical student   goes smoothly,
9375,anger,My parents were having a typical family argument.  I came in and saw the scene and became angry.,parents typical family argument came saw scene angry,
11218,anger,"My flatmate was asking questions about my relationship with my boyfriend, whether I wasn't treating him as unfairly as I claimed he'd been treating me. As a result, I was angered, and became defensive.",flatmate asking questions relationship boyfriend treating unfairly claimed hed treating me result angered defensive,
22770,anger,"Damn you Fergie! When I put last nights Adebayor 1st goalscorer loot on  to beat Benfica at home, Vidic should be in the squad ",Damn Fergie nights Adebayor 1st goalscorer loot beat Benfica home Vidic squad,
14455,anger,People have some big mouths! Keep me name outta you mouth! Ughhh ??,People big mouths outta mouth Ughhh ??,
11821,anger,"I knew breaking up was a cycle, but I didn't realize it was never ending! #Sadness #Happiness #Denial #SprialOfDoom",knew breaking cycle realize ending #Sadness #Happiness #Denial #SprialOfDoom,
18858,anger,I officially can't sleep. I hate going to sleep mad... ,officially cant sleep hate going sleep mad,
32263,anger, I haven't even told you what it is yet ! ,told ,
21061,anger,There's a few people I just want to punch in their fucking faces.  ,Theres people want punch fucking faces,
24695,anger,@heyimtiksha LOLLLLL :) she is a nice girl Lol it okay pratiksha your not going to die. Hate her go punch your bed ;)rq,  LOLLLLL :) nice girl Lol okay pratiksha going die Hate punch bed )rq,
22422,anger," Oh right ... present company excluded , of course ! ",Oh right  present company excluded  course ,
10140,anger,When I was in F4 I played a basket-ball match against another school's team.  One of their team members kicked a team-mate of mine so I kicked him back and we had a fight with each other.,F4 played basketball match schools team team members kicked teammate kicked fight other,
2719,anger,I dont even fuckn know! Big changes.....and everyone of em can suck my balls!!!!   ,dont fuckn know Big changesand em suck balls,
31923,anger,Deliberately provoked by someone close. Angered by the deliberation not the provocation.,Deliberately provoked close Angered deliberation provocation,
13473,anger,Saying a speech in and you will make the best speech you regret,Saying speech best speech regret,
11562,anger,"ICC chairman Sir Colin Cowdrey ( left ) is clearly furious that every time he has been ready to make a statement about the Texaco Trophy events of August 23 , Pakistan 's lawyers have threatened writs . ",ICC chairman Sir Colin Cowdrey ( left ) clearly furious time ready statement Texaco Trophy events August 23  Pakistan s lawyers threatened writs ,
19052,anger,When my roommate's moped was stolen I was very angry.,roommates moped stolen angry,
13422,anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not.,friends promised definitely tell visiting not,
9234,anger,So you can see why mothers get angry when they discover that even everyday foods such as apples can cause a build-up of unwanted chemicals in their children 's bodies . ,mothers angry discover everyday foods apples cause buildup unwanted chemicals children s bodies ,
25116,anger,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us.,Somebody wanted beat brother wedding ceremony trying protect brother man calling names us,
28670,anger,Blasting some @WakaFlockaBSM till the  stop and the start don't give me ah reason,Blasting   till stop start ah reason,
21417,anger,"` Pa would 've been livid with me for getting pregnant , and he would n't want his precious fiddle going to pay for anything to do with it . "" ", Pa ve livid getting pregnant  nt want precious fiddle going pay  ,
15379,anger,cuss my wouldn't let me feel for stranger .,cuss let feel stranger ,
10722,anger,idk why it is..but clears my mind more than anything...when im hostile mentally i can progress alot easier ...,idk isbut clears mind anythingwhen im hostile mentally progress alot easier ,
14651,anger,"Damn. I've bought a lot from them before, but suddenly Amazon Japan no longer ship to Norway. Also, not paying 3x the amount on Ebay. ",Damn Ive bought lot before suddenly Amazon Japan longer ship Norway Also paying 3x Ebay,
6237,anger, Just get out of my face ! ,face ,
33120,anger,ugh can't even listen to my fucking ipod! ,ugh cant listen fucking ipod,
1016,anger,When boyfriend lied to me.,boyfriend lied me,
6248,anger,` He was livid . , livid ,
2501,anger,"His eyes narrowed , and she felt a flicker of annoyance , this time aimed at herself . ",eyes narrowed  felt flicker annoyance  time aimed ,
24524,anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone.",member religious sect tried convert me evil tricks persuade me left anxious angry long time event alone,
5599,anger,When my father failed to send me transport money after the closure of the school.,father failed send transport money closure school,
29431,anger,"My grandmother is a highly authoritative person, who lives alone, is independent, but doesn't know to live without commanding the others. I hate this!",grandmother highly authoritative person lives alone independent know live commanding others hate this,
33618,anger,"The landlord had selected a new lodger on her own, while we used to do that it was not what she had done, but how she did it that made me angry.",landlord selected new lodger own done angry,
28406,anger,@rccrazy30 if you would just teach me how to drive stick on a hill (WELL) then id be happy ,  teach drive stick hill (WELL) id happy,
30984,anger,"She seemed nervous at first , then almost resentful of the older woman 's presence . ",nervous  resentful older woman s presence ,
17643,anger,Except when he gets cross with us sometimes . ,gets cross ,
3203,anger,"He was incensed , stunned , at her action , and stood rigid with anger as he felt the slime roll down his cheek . ",incensed  stunned  action  stood rigid anger felt slime roll cheek ,
19793,anger,Ah ahn...wuh apind?? Bbm!!@Bluepearlie: Am even angry oh!RT @Namteerah: &quot;@Bluepearlie: Why pretend we r cool....wen all you do is,Ah ahnwuh apind Bbm  angry ohRT   quot  pretend r coolwen,
7910,anger,"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us.",winter day I unwillingly outdoors younger brother (10 years younger me) lost temper wanted throw brother snow bank on pushed hard wanted to us,
7016,anger, Fine ! I want a divorce ! ,Fine  want divorce ,
26149,anger,"Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support.",Anger doctors treatment giving birth left placenta bled heavily weeks  this felt weak emotional said needed psychiatric treatment support,
23553,anger,I don' think I can put my onto canvas as its a destructive anger. I'll just punch and trash the canvas to pieces.,don think canvas destructive anger Ill punch trash canvas pieces,
32625,anger,HATE PEOPLE THAT ARE STUPID! ,HATE PEOPLE STUPID,
32800,anger,"According to Sheila , Caan was enraged and charged at her . ",According Sheila  Caan enraged charged ,
2358,anger,A very close friend of mine was refused entrance to the medical school.  Her grades were very good and she should not have been left out.  Biased judgment !,close friend refused entrance medical school grades good left out Biased judgment ,
32992,anger,When I got to know about the reaction of a friend of mine in a certain situation.  I had not expected him to react that way.,got know reaction friend certain situation expected react way,
28482,anger,that Oregon-USC game was fucking STUPID. I hope someone punched that kicker in the face. #oregonducks,OregonUSC game fucking STUPID hope punched kicker face #oregonducks,
5287,anger,When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,roommates watching videotapes prevented watching news feeling treated unfairly came feeling anger,
9207,anger,When someone stole my bike.,stole bike,
15620,anger,"Having already paid for my return ticket I was cross at having to buy another one , and even more upset at having to pay extra for the one-way ticket and convert sterling at an unfavourable rate . ",paid return ticket cross buy  upset pay extra oneway ticket convert sterling unfavourable rate ,
33617,anger,"think im getting out of work at 8,ima go to the gym and work out till my biceps rip:p  #anger",think im getting work 8ima gym work till biceps rip:p #anger,
16982,anger," I don't care about that , Allen ! What did he steal ? That's the question ! ",care  Allen  steal  Thats question ,
26780,anger,When the coach of our team degraded me to the second team.,coach team degraded second team,
7668,anger,"If you ask me the reason for all my headaches, it my family. They annoy the crap out of me #headaches #uggghhh",ask reason headaches family annoy crap #headaches #uggghhh,
16115,anger,When a close friend did not write.,close friend write,
17121,anger,Misunderstood by friends.,Misunderstood friends,
19582,anger,She was offended and took it all personally . ,offended took personally ,
23136,anger,She was absolutely livid . ,absolutely livid ,
2367,anger,Lorraine Kelly eskzjh akjbg selkwkfja ipf eh  ,Lorraine Kelly eskzjh akjbg selkwkfja ipf eh,
30753,anger,When I failed the M.S.C exams.,failed MSC exams,
33364,anger,The anger in her voice took him aback . ,anger voice took aback ,
7253,anger,I need weed to sleep. Or else I won't dream of sugar plums   #NeedWeed,need weed sleep dream sugar plums #NeedWeed,
24818,anger,Miss out on this wks AMAZING Msg by @kevingerald ? Go2  championscentre.com click on Livestream/WatchOnDemand  ,Miss wks AMAZING Msg    Go2 championscentrecom click Livestream/WatchOnDemand,
12956,anger,As for disgust.,disgust,
27123,anger,"During the Christmas holdidays I wanted to invite my brother, his girlfriend and their child for dinner. When I said to my brother's girlfriend that I would like them to come at my place for dinner, she refused and never mentioned it again as if I had never asked her.",Christmas holdidays wanted invite brother girlfriend child dinner said brothers girlfriend like come place dinner refused mentioned asked her,
6523,anger,"She was irritated , indignant . ",irritated  indignant ,
20147,anger,When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time.,found guy dating particular time steady relationship going long time,
10707,anger, Sure . You look like you're all black and blue . ,Sure  look like black blue ,
29531,anger,went to the mva to get my license to find out that im scheduled to take it next week and nobody can take me then. ,went mva license find im scheduled week then,
29992,anger,Jus sum dirty yarnz naw RT @adayola: RT @Holla_skitty1: Fck u bitch...nd ur p hole,Jus sum dirty yarnz naw RT   RT   Fck u bitchnd ur p hole,
7876,anger,One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.,colleagues accused stolen iron sure thing,
145,anger,"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",impression arouse anger see angry respects ~Richard M Nixon,
13107,anger,I was most angry when India lost the Triangular Cricket trophy held in Australia.  I was so angry that I fought (orally) with my friend.,angry India lost Triangular Cricket trophy held Australia angry fought (orally) friend,
13390,anger,"Last week, my organization summoned an executive meeting and one of the executive member's pointed out a loop hole in the committee's administration.  He could not suggest any improvements, so I quarrelled with him.",week organization summoned executive meeting executive members pointed loop hole committees administration suggest improvements quarrelled him,
3871,anger,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity.",felt anger saw misleaded boyfriend went girls felt anger falsity,
24606,anger,"His eyes narrowed , and she felt a flicker of annoyance , this time aimed at herself . ",eyes narrowed  felt flicker annoyance  time aimed ,
22224,anger,Israel is also miffed by Kohl 's plan to visit the walled Old City of east Jerusalem without Mayor Ehud Olmert .,Israel miffed Kohl s plan visit walled Old City east Jerusalem Mayor Ehud Olmert ,
5401,anger,Shit wat zit er veel emotie in Pattern 2.   #hate,Shit wat zit er veel emotie Pattern 2 #hate,
22251,anger,Don't bury ur until u've killed it. When u bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree Via @hartramsey,bury ur uve killed it u bury quotliving angerquot functions seed amp grows Bitterness Tree  ,
12843,anger," is short, live it.  is rare, grab it. is bad, dump it. #Fear is awful, face it. #Memories are sweet, cherish them.",short live it rare grab it bad dump it #Fear awful face it #Memories sweet cherish them,
28692,anger,If I have time to tweet in line fuck sakes woman you're taking too Dam long. Just strip down put it on and I'll tell you . ,time tweet line fuck sakes woman taking Dam long strip Ill tell ,
29797,anger,CUNT SAKE! I'VE RESTORED MY IPHONE FOR NO REASON! ,CUNT SAKE IVE RESTORED IPHONE REASON,
7966,anger,"In a very important basket-ball match where a lot was at stake, I played very badly.",important basketball match lot stake played badly,
31357,anger,I worked together with another student on a computer-assignment. She didn't do her best and didn't prepare herself for it. She expected me to explain it to her.,worked student computerassignment best prepare it expected explain her,
10450,anger, Dad ! I ??m gonna catch a cold ! ,Dad  ??gonna catch cold ,
13460,anger,"Untidy work led to rows , rows led to confrontation , confrontation led to the boy being soundly thrashed by his exasperated mother . ",Untidy work led rows  rows led confrontation  confrontation led boy soundly thrashed exasperated mother ,
16043,anger, This isn't fair . ,fair ,
10340,anger,It is sad that my favorite part of the NBC tour in NY was taking a photo of the 30 Rockefeller Center sign on the wall outside. ,sad favorite NBC tour NY taking photo 30 Rockefeller Center sign wall outside,
15990,anger,Someone borrowed my textbook and deliberately did not return it.,borrowed textbook deliberately return it,
23004,anger,I am currently taking CS 50P. I had to finish a couple of assignments but I was hindered because I could not get a passing score on my program.,currently taking CS 50P finish couple assignments hindered passing score program,
2650,anger,"It turns out that underneath is #Hurt , and underneath #Hurt is #love ... can you feel it?",turns underneath #Hurt  underneath #Hurt #love  feel it,
24598,anger,"Indonesian officials were somewhat miffed Friday when the mayor of Hanover , he took the occasion of welcoming Suharto to lecture him about human rights violations in Indonesia .",Indonesian officials somewhat miffed Friday mayor Hanover  took occasion welcoming Suharto lecture human rights violations Indonesia ,
7798,anger,About to take a healing dose of Thich Nhat Hanh bc I need reprieve. ,healing dose Thich Nhat Hanh bc need reprieve,
22911,anger,Ev ans was miffed at the comments and openly wondered why Bennett did n't show some respect .,Ev ans miffed comments openly wondered Bennett nt respect ,
26925,anger,I can't remember being truly angry. Usually it's just disappointment that I feel. One situation would be with my brother. He and I used to be close but now he seems to be avoiding me.,cant remember truly angry Usually disappointment feel situation brother close avoiding me,
23865,anger," I am not cheating . When you pass go , you collect $ 200 , Everyone knows that ! ",cheating  pass  collect $ 200  knows ,
27067,anger, They arrested me for nothing . ,arrested ,
8913,anger,My parents scolded me a lot for something I had not done.  It was my sister who had done it.,parents scolded lot done sister it,
9387,anger,When my husband stays late at a meeting and I have to be alone.,husband stays late meeting alone,
582,anger,The breakup of a relationship. After the event I was upset/sad then angry maybe 2/3 weeks later.,breakup relationship event upset/sad angry maybe 2/3 weeks later,
12175,anger,"I was to meet a friend at the bus-stop (he was coming to visit us) and he did not turn up.  After having waited for him for some time     (about an hour) I called him up, to be told that he did not intend to come as he was feeling tired.",meet friend busstop (he coming visit us) turn up waited time (about hour) called up told intend come feeling tired,
28067,anger,Learning &quot;@hartramsey: Righteous never BLOWS UP or CLAMS UP. It surveys the situation &amp; obeys GOD in spite of satanic aggravation.&quot;,Learning quot  Righteous BLOWS CLAMS UP surveys situation amp obeys GOD spite satanic aggravationquot,
10969,anger,"Informed by the queen dowager of their decision , resentful at being refused permission to return home , Anne made her displeasure plain . ",Informed queen dowager decision  resentful refused permission return home  Anne displeasure plain ,
27224,anger,Today I spent 15minutes getting ready and 15 ranting about my brother eating my advent calender. ,Today spent 15minutes getting ready 15 ranting brother eating advent calender,
8010,anger,"Shackel became indignant and said he would fetch a magistrate and complain about the Chief Constable 's attitude , which he did . ",Shackel indignant said fetch magistrate complain Chief Constable s attitude  ,
922,anger,"When I argue with my boyfriend, I feel as though he feels superior to me.",argue boyfriend feel feels superior me,
10775,anger,&quot;@soAmazing_jalyn: IVE BEEN MISSING THE EDD ED AND EDDY MOVIE THIS WHOLE TIME !! #LOSING #PISSED&quot; It On ??,quot  IVE MISSING EDD ED EDDY MOVIE TIME  #LOSING #PISSEDquot ,
27248,anger,My manager is awesome and my dm is a good boss but my coworkers are a bunch of a$$&amp;oles. ,manager awesome dm good boss coworkers bunch a$$ampoles,
18211,anger,Furuseth was furious with himself . ,Furuseth furious ,
7017,anger,"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt.",best friends accused giving early problems casual remark side angry hurt,
31158,anger,Its annoying when you were more confident single then you now are with your boyfriend. ,annoying confident single boyfriend,
10741,anger," No , you haven ??t . You just don ??t care about me . You ??re an indifferent husband . ", ?? ??care  ??indifferent husband ,
2373,anger,I felt angry when I saw on T.V the last slaughter of negroes in South Africa.,felt angry saw TV slaughter negroes South Africa,
13356,anger,"Once, during a performance I did not sing the way I had to.",Once performance sing way to,
23515,anger,"When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal.",deputy manager Summer certain deputies took liberties normal,
10380,anger, Why should I wear a skirt ? Or a dress ? ,wear skirt  dress ,
28335,anger,Cross me and I shall dance on your graves. A wild polka with loads of twirls and arm movements. ,Cross shall dance graves wild polka loads twirls arm movements,
32852,anger,sick of people who suck up to eachother ALL the time ,sick people suck eachother time,
9454,anger,"Bank customers are notoriously slow to shift their business , even if they are miffed . ",Bank customers notoriously slow shift business  miffed ,
